plant,method,velocity_mm_per_min,intercept_mm,r2,slope_std
Bean,ransac_intercept,4.942206876030261,-35.728094432223116,0.99825298207204,0.2067517971946932
Bean,halfmax_spline,3.4371261914116578,-53.938883843651844,0.9962915408485133,0.2097002776981102
Bean,mckay,3.9863925321282743,-192.0087381200822,0.9130154755205093,1.2304443828059373
Bean,buehler_model,7.140697,,,
