plant,method,velocity_mm_per_min,intercept_mm,r2,slope_std
Barley,ransac_intercept,29.85998307652287,-301.45805607849593,0.5293869668878052,28.1536631341527
Barley,halfmax_spline,5.108264248911944,-173.7608631141908,0.5191562792950221,4.916163000799347
Barley,mckay,-4.471718599036998,311.9731818122146,0.22718624757830463,8.247472340692878
Barley,buehler_model,34.18303274,,,
